model,batch_1_mean_ms,batch_1_std_ms,per_sample_1_mean_us,per_sample_1_std_us,batch_10_mean_ms,batch_10_std_ms,per_sample_10_mean_us,per_sample_10_std_us,batch_100_mean_ms,batch_100_std_ms,per_sample_100_mean_us,per_sample_100_std_us
Random Forest,68.2674829995085,17.780556713223636,68267.4829995085,17780.556713223636,74.49417500014533,7.811073994971286,7449.417500014535,781.1073994971285,80.23720000041067,14.084974816195098,802.3720000041067,140.84974816195097
XGBoost,1.0848350004380336,3.1383831721798208,1084.8350004380336,3138.383172179821,0.944805000181077,0.06579177927699084,94.48050001810772,6.579177927699084,1.342928000012762,0.0662433964435958,13.429280000127621,0.6624339644359579
